2024-05-14 12:10:19.756      5.26760     11.88898
2024-05-14 12:10:19.768      5.26814     11.88939
2024-05-14 12:10:19.779      5.26794     11.88953
2024-05-14 12:10:19.790      5.26859     11.88962
2024-05-14 12:10:19.802      5.26885     11.88941
2024-05-14 12:10:19.813      5.26864     11.88901
2024-05-14 12:10:19.825      5.26842     11.88926
2024-05-14 12:10:19.836      5.26805     11.88964
2024-05-14 12:10:19.847      5.26810     11.88920
2024-05-14 12:10:19.859      5.26832     11.88958
2024-05-14 12:10:19.870      5.26875     11.88960
2024-05-14 12:10:19.881      5.26858     11.88929
2024-05-14 12:10:19.893      5.26861     11.88910
2024-05-14 12:10:19.904      5.26849     11.88876
2024-05-14 12:10:19.915      5.26866     11.88894
2024-05-14 12:10:19.927      5.26841     11.88890
2024-05-14 12:10:19.938      5.26844     11.88896
2024-05-14 12:10:19.950      5.26851     11.88889
2024-05-14 12:10:19.961      5.26853     11.88890
2024-05-14 12:10:19.972      5.26891     11.88907
2024-05-14 12:10:19.984      5.26910     11.88912
2024-05-14 12:10:19.995      5.26860     11.88932
2024-05-14 12:10:20.006      5.26861     11.88931
2024-05-14 12:10:20.018      5.26849     11.88917
2024-05-14 12:10:20.029      5.26868     11.88942
2024-05-14 12:10:20.040      5.26865     11.88952
2024-05-14 12:10:20.052      5.26821     11.88903
2024-05-14 12:10:20.063      5.26823     11.88861
2024-05-14 12:10:20.075      5.26871     11.88882
2024-05-14 12:10:20.086      5.26876     11.88881
2024-05-14 12:10:20.097      5.26889     11.88911
2024-05-14 12:10:20.109      5.26884     11.88969
2024-05-14 12:10:20.120      5.26847     11.88987
2024-05-14 12:10:20.131      5.26863     11.88974
2024-05-14 12:10:20.143      5.26894     11.88929
2024-05-14 12:10:20.154      5.26866     11.88875
2024-05-14 12:10:20.165      5.26892     11.88904
2024-05-14 12:10:20.177      5.26884     11.88928
2024-05-14 12:10:20.188      5.26860     11.88967
2024-05-14 12:10:20.200      5.26878     11.89012
2024-05-14 12:10:20.211      5.26864     11.88991
2024-05-14 12:10:20.222      5.26840     11.88927
2024-05-14 12:10:20.234      5.26872     11.88922
2024-05-14 12:10:20.245      5.26932     11.88949
2024-05-14 12:10:20.256      5.26940     11.88942
2024-05-14 12:10:20.268      5.26899     11.88935
2024-05-14 12:10:20.279      5.26896     11.88950
2024-05-14 12:10:20.290      5.26888     11.88963
2024-05-14 12:10:20.302      5.26907     11.88973
2024-05-14 12:10:20.313      5.26888     11.88928
2024-05-14 12:10:20.325      5.26903     11.88896
2024-05-14 12:10:20.336      5.26901     11.88949
2024-05-14 12:10:20.347      5.26885     11.88931
2024-05-14 12:10:20.359      5.26864     11.88902
2024-05-14 12:10:20.370      5.26874     11.88885
2024-05-14 12:10:20.381      5.26904     11.88961
2024-05-14 12:10:20.393      5.26894     11.88988
2024-05-14 12:10:20.404      5.26841     11.88960
2024-05-14 12:10:20.415      5.26839     11.89000
2024-05-14 12:10:20.427      5.26859     11.89011
2024-05-14 12:10:20.438      5.26881     11.88977
2024-05-14 12:10:20.450      5.26859     11.88990
2024-05-14 12:10:20.461      5.26861     11.88985
2024-05-14 12:10:20.472      5.26896     11.88917
2024-05-14 12:10:20.484      5.26884     11.88867
2024-05-14 12:10:20.495      5.26860     11.88922
2024-05-14 12:10:20.506      5.26831     11.88956
2024-05-14 12:10:20.518      5.26874     11.88951
2024-05-14 12:10:20.529      5.26854     11.88949
2024-05-14 12:10:20.540      5.26829     11.88936
2024-05-14 12:10:20.552      5.26852     11.88928
2024-05-14 12:10:20.563      5.26900     11.88939
2024-05-14 12:10:20.575      5.26894     11.88964
2024-05-14 12:10:20.586      5.26840     11.88988
2024-05-14 12:10:20.597      5.26916     11.88970
2024-05-14 12:10:20.609      5.26877     11.88938
2024-05-14 12:10:20.620      5.26868     11.88932
2024-05-14 12:10:20.631      5.26890     11.88959
2024-05-14 12:10:20.643      5.26832     11.88988
2024-05-14 12:10:20.654      5.26869     11.88935
2024-05-14 12:10:20.665      5.26886     11.88996
