2024-05-10 09:49:16.543   1016.00000     13.17147
2024-05-10 09:49:16.555      6.38029     13.17167
2024-05-10 09:49:16.566      6.38022     13.17197
2024-05-10 09:49:16.577      6.37982     13.17160
2024-05-10 09:49:16.589      6.37990     13.17114
2024-05-10 09:49:16.600      6.38006     13.17113
2024-05-10 09:49:16.612      6.38016     13.17143
2024-05-10 09:49:16.623      6.37999     13.17160
2024-05-10 09:49:16.634      6.38008     13.17142
2024-05-10 09:49:16.646      6.38040     13.17167
2024-05-10 09:49:16.657      6.37992     13.17151
2024-05-10 09:49:16.668      6.37994     13.17173
2024-05-10 09:49:16.680      6.38012     13.17163
2024-05-10 09:49:16.691      6.37994     13.17132
2024-05-10 09:49:16.702      6.37970     13.17143
2024-05-10 09:49:16.714      6.37970     13.17095
2024-05-10 09:49:16.725      6.37974     13.17092
2024-05-10 09:49:16.737      6.38007     13.17129
2024-05-10 09:49:16.748      6.37967     13.17126
2024-05-10 09:49:16.759      6.37963     13.17135
2024-05-10 09:49:16.771      6.37965     13.17153
2024-05-10 09:49:16.782      6.37959     13.17111
2024-05-10 09:49:16.793      6.37956     13.17123
2024-05-10 09:49:16.805      6.38010     13.17108
2024-05-10 09:49:16.816      6.38004     13.17079
2024-05-10 09:49:16.827      6.38012     13.17093
2024-05-10 09:49:16.839      6.38017     13.17125
2024-05-10 09:49:16.850      6.38039     13.17145
2024-05-10 09:49:16.862      6.38000     13.17124
2024-05-10 09:49:16.873      6.38007     13.17085
2024-05-10 09:49:16.884      6.38021     13.17047
2024-05-10 09:49:16.896      6.38026     13.17091
2024-05-10 09:49:16.907      6.38013     13.17121
2024-05-10 09:49:16.918      6.38020     13.17148
2024-05-10 09:49:16.930      6.38010     13.17115
2024-05-10 09:49:16.941      6.38001     13.17130
2024-05-10 09:49:16.952      6.38015     13.17141
2024-05-10 09:49:16.964      6.37998     13.17104
2024-05-10 09:49:16.975      6.37972     13.17107
2024-05-10 09:49:16.987      6.37983     13.17138
2024-05-10 09:49:16.998      6.37986     13.17128
2024-05-10 09:49:17.009      6.37959     13.17120
2024-05-10 09:49:17.021      6.37966     13.17144
2024-05-10 09:49:17.032      6.37952     13.17132
2024-05-10 09:49:17.043      6.38003     13.17142
2024-05-10 09:49:17.055      6.38001     13.17136
2024-05-10 09:49:17.066      6.38012     13.17127
2024-05-10 09:49:17.077      6.38005     13.17102
2024-05-10 09:49:17.089      6.37976     13.17098
2024-05-10 09:49:17.100      6.37992     13.17073
2024-05-10 09:49:17.112      6.37979     13.17120
2024-05-10 09:49:17.123      6.38008     13.17153
2024-05-10 09:49:17.134      6.38055     13.17138
2024-05-10 09:49:17.146      6.38053     13.17150
2024-05-10 09:49:17.157      6.38032     13.17138
2024-05-10 09:49:17.168      6.38047     13.17128
2024-05-10 09:49:17.180      6.38014     13.17182
2024-05-10 09:49:17.191      6.38011     13.17177
2024-05-10 09:49:17.202      6.38015     13.17188
2024-05-10 09:49:17.214      6.37972     13.17160
2024-05-10 09:49:17.225      6.38008     13.17185
2024-05-10 09:49:17.237      6.38014     13.17163
2024-05-10 09:49:17.248      6.38003     13.17118
2024-05-10 09:49:17.259      6.38035     13.17078
